10;23.02585092994046
11;26.376848000782076
12;29.818879797456006
13;33.34434164699998
14;36.94680261461362
15;40.62075301653315
16;44.3614195558365
17;48.16462684895568
18;52.02669164213096
19;55.94434060416236
20;59.914645471079815
21;63.93497119219188
22;68.00293397388296
23;72.11636696637044
24;76.2732919283507
25;80.47189562170502
26;84.71050998855854
27;88.9875953821169
28;93.30172628490571
29;97.65157906960775
30;102.03592144986466
31;106.45360333903953
32;110.90354888959125
33;115.38474952839385
34;119.89625783694949
35;124.43718215212947
36;129.00668178441995
37;133.6039627678363
38;138.22827406960266
39;142.8789041990562
40;147.55517816455745
41;152.25645473487663
42;156.9821239679015
43;161.73160497482317
44;166.50434389240348
45;171.29981203966437
46;176.11750423849838
47;180.95693728037276
48;185.81764852357878
49;190.6991946074207
50;195.6011502714073
51;200.5231072689406
52;205.46467336623422
53;210.42547141826248
54;215.40513851447082
55;220.40332518778592
56;225.41969468116838
57;230.45392226656938
58;235.50569461169232
59;240.57470919043746
60;245.66067373332604
61;250.763305714572
62;255.88233187279567
63;261.0174877626666
64;266.168517335019
65;271.3351725432164
66;276.51721297374405
67;281.7144054991947
68;286.9265239519753
69;292.15334881721094
70;297.39466694345515
71;302.6502712699334
72;307.919960569156
73;313.2035392038325
74;318.5008168971086
75;323.81160851522327
76;329.13573386176114
77;334.47301748273367
78;339.82328848178815
79;345.1863803448947
80;350.5621307739105
81;355.9503815284676
82;361.35097827566875
83;366.7637704471177
84;372.1886111028383
85;377.6253568016769
86;383.0738674778016
87;388.53400632294876
88;394.0056396740822
89;399.4886369061604
90;404.9828703297238
91;410.4882150930333
92;416.00454908851174
93;421.53175286325285
94;427.0697095333804
95;432.6183047020514
96;438.17742638091227
97;443.74696491482814
98;449.32681290971607
99;454.9168651633244
